Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_depletion Replicate 1	Raw Counts TopA_depletion Replicate 2	Raw Counts TopA_depletion Replicate 3	Raw Counts TopA_depletion Replicate 4	Normalized Counts TopA_depletion Replicate 1	Normalized Counts TopA_depletion Replicate 2	Normalized Counts TopA_depletion Replicate 3	Normalized Counts TopA_depletion Replicate 4	RPKM TopA_depletion	Expression TopA_depletion	pValue wildtype vs TopA_depletion	qValue wildtype vs TopA_depletion	
2078009	2077941	2077633	2077630	-	secG	SCO1944	preprotein translocase subunit SecG	162	182	105	115	317386	296275	224026	232663	341	865	287	287	164	162	263524	236849	247685	208665	413	774	0,186239379	0,447225056	

2078791	2078791	2078015	2078010	-	tpiA	SCO1945	triosephosphate isomerase	729	935	466	621	1424415	1520183	987798	1254377	661	1668	424	864	408	513	388826	711971	613929	658249	406	763	6,58E-08	5,82E-07	

2080118	2080008	2078797	2078792	-	pgk	SCO1946	phosphoglycerate kinase	553	787	273	376	1080060	1279510	579746	760824	305	763	397	762	384	429	364402	627771	577573	550913	232	437	2,91E-05	1,80E-04	

2081216	2081153	2080143	2080124	-	-	SCO1947	glyceraldehyde-3-phosphate dehydrogenase	4825	5739	2842	3598	9415212	9326297	6025136	7263754	3136	7920	4010	6272	3566	4395	3675204	5166532	5356079	5639670	2582	4905	0,707631573	1	

	2084380	2081381		-	-	SCO1948	zinc-binding carboxypeptidase	6	6	4	4	12183	10562	9250	9963	1	3	15	33	12	15	14419	27253	18290	20025	3	6	0,02664171	1	

2084563	2084563	2084468	2084468	-	-	SCO1949	hypothetical protein	3	3	1	2	6941	6427	3941	5451	23	59	4	6	3	3	4491	5724	5850	4464	28	53	0,331818668	0,712179946	

	2085561	2084575	2084564	-	-	SCO1950	hypothetical protein	142	185	97	136	277730	301850	205734	275206	106	268	333	350	180	208	305694	289105	271641	267143	154	287	0,705033	1	

2086650	2086649	2085558		-	-	SCO1951	hypothetical protein	86	108	92	73	168439	176566	195275	149111	61	157	190	231	122	105	174994	190491	183903	135118	84	156	0,407540318	0,841733753	

	2087673	2086657	2086657	-	-	SCO1952	hypothetical protein	111	159	84	89	217639	258659	179548	179728	81	205	149	240	148	157	137096	197835	223057	201523	97	186	0,169969668	0,413604123	

2089856	2089856	2087670		-	uvrC	SCO1953	excinuclease ABC subunit C	104	157	119	135	204504	255691	253283	273895	44	112	268	349	180	209	246293	288008	271023	268508	65	122	0,832540788	1	

	2090209	2091159		+	-	SCO1954	hypothetical protein	3	6	4	6	6756	10674	9299	12215	4	10	23	19	14	7	21717	16288	22495	9596	9	18	0,061093781	1	

2091611	2091602	2091177	2091115	-	-	SCO1955	iron sulfur binding protein	17	12	3	7	35064	20682	7715	16085	18	46	22	36	16	18	20462	29870	24518	23371	31	57	0,664847666	1	

2091822	2091825	2092931		+	-	SCO1956	LacI family transcription regulator	18	22	19	19	35899	36473	41754	38682	13	34	35	55	34	44	32194	45831	51189	57077	21	42	0,434757823	0,885219826	

	2092928	2093836	2093836	+	-	SCO1957	fructokinase	21	27	16	12	41617	43906	35624	24718	15	40	53	41	26	29	48718	34063	39071	38182	23	44	0,866945524	1	

2097355	2097318	2094274	2094269	-	uvrA	SCO1958	excinuclease ABC subunit A	94	130	96	118	185282	211543	205278	239771	27	69	910	974	474	592	833974	802380	712646	759925	137	255	2,58E-20	5,25E-19	

2097542	2097542	2098228	2098228	+	-	SCO1959	mycothiol-dependent maleylpyruvate isomerase	53	53	50	46	104552	86976	106021	93450	55	142	171	282	129	162	157066	232837	193930	208905	154	288	1,29E-04	7,15E-04	

2098286	2098289	2098945	2099048	+	-	SCO1960	hydrolase	43	51	66	53	84263	83862	141913	108410	61	159	156	175	121	139	143157	144552	182099	179382	128	247	0,068331118	0,194118375	

2099641	2099622	2099149	2099149	-	-	SCO1961	3-dehydroquinate dehydratase	13	14	5	12	26046	23127	10607	25723	17	45	52	48	23	32	48451	40280	34640	41692	46	87	9,56E-04	0,004463648	

	2100813	2099713	2099713	-	-	SCO1962	ionic transporter	3	7	9	6	6834	11849	20976	13117	4	11	26	28	17	10	24585	23106	26033	13446	10	19	0,08999354	1	

2102108	2101947	2100946	2100946	-	-	SCO1963	integral membrane export protein	13	35	23	35	26492	58273	50747	71662	20	51	158	113	55	67	145496	93559	84013	87104	55	102	1,24E-04	6,89E-04	

2104301	2104215	2102200	2102144	-	-	SCO1964	export associated protein	71	91	73	76	139510	148749	156610	154144	29	74	315	330	127	155	289499	272328	190871	199296	64	118	0,035966094	0,11173223	

2104938	2104918	2104340	2104316	-	-	SCO1965	export associated protein	237	241	190	191	462974	392727	402743	387180	278	710	599	672	306	340	549491	553758	460290	436483	468	863	0,879723286	1	

2107199	2107199	2105061	2104955	-	-	SCO1966	excinuclease ABC subunit B	112	190	91	109	220347	309532	194810	220969	44	110	381	494	283	318	349558	407359	426225	408436	98	186	0,020451677	0,069096992	

2108270	2108117	2107239	2107239	-	-	SCO1967	hypothetical protein	4	12	8	6	9067	20102	17222	13275	6	16	45	40	19	34	41682	33628	28955	44557	22	42	2,71E-06	1,98E-05	

2108396	2108409	2109278	2109315	+	-	SCO1968	hydrolase	6	5	6	5	13124	8245	13588	10912	5	13	37	29	7	21	34556	24679	10801	27501	15	28	0,002779953	0,01173332	

2109316	2109316	2109870	2109870	+	-	SCO1969	DNA-methyltransferase	18	24	19	15	36646	40012	40784	31630	26	67	218	163	69	84	199947	134973	104793	107944	135	246	2,67E-23	6,12E-22	

	2110338	2109895		-	-	SCO1970	dioxygenase	1	0	0	0	3320	836	0	0	0	2	1	1	1	3	1818	1577	1618	4282	2	5	0,085707808	1	

	2110465	2111370		+	-	SCO1971	hypothetical protein	6	6	4	8	12027	11085	10052	17936	5	14	46	36	13	11	42513	30333	20698	14664	16	29	0,001552467	0,006920675	

	2111367	2112302	2112302	+	-	SCO1972	sugar kinase	17	27	45	33	35093	43946	97464	67187	25	65	247	187	74	66	227039	154358	111487	85786	85	154	2,22E-07	1,85E-06	

2113110	2113110	2112316	2112255	-	-	SCO1973	hypothetical protein	48	46	36	32	95456	75730	76795	64694	38	98	72	75	44	60	66789	62053	66902	77929	45	86	0,159705114	0,393318028	

2115132	2115132	2114500	2114474	-	-	SCO1975	hypothetical protein	9	8	7	6	18541	13667	16509	12382	9	24	12	22	14	19	11717	18424	21521	24437	15	30	0,726458777	1	

2115167	2115347	2115826	2115826	+	-	SCO1976	hypothetical protein	15	15	4	8	30016	24503	8636	17192	16	41	36	44	12	18	33244	36364	18956	23787	32	58	0,257305325	0,583071152	

2115959	2115989	2117479	2117479	+	-	SCO1977	oxidoreductase	25	36	34	27	49762	58812	72625	56330	15	39	109	132	44	62	100000	109400	66230	79769	32	59	0,084139071	0,232100308	

	2117905	2117630	2117629	-	-	SCO1978	AbaA-like protein	0	5	4	6	631	8342	8576	13080	11	27	4	13	2	12	3684	11325	4286	15543	17	31	0,814957655	1	

2118928	2118766	2117906		-	-	SCO1979	DNA-binding protein	3	11	4	5	6018	18148	8834	10224	5	12	36	36	17	25	33272	29998	25773	32716	18	35	9,88E-07	7,64E-06	

2119050	2119050	2119763		+	-	SCO1980	hypothetical protein	4	11	11	5	9581	18188	24175	11284	8	22	28	20	16	15	25788	16984	24778	20236	16	30	0,36205158	0,765989611	

	2119760	2120194	2120194	+	-	SCO1981	hypothetical protein	2	8	8	3	4708	13924	18698	7712	10	25	22	9	10	9	20266	7869	15479	12825	16	32	0,841558485	1	

2120420	2120395	2120213	2119993	-	-	SCO1982	hypothetical protein	16	36	26	30	32181	59512	55689	61438	112	285	49	37	17	21	45200	31293	25615	28198	97	178	5,14E-04	0,002547294	

	2121240	2120551		-	-	SCO1983	hypothetical protein	1	0	4	0	2475	1359	8527	1535	1	5	5	3	0	3	5388	2520	1145	4933	2	5	0,582189512	1	

	2122775	2121378		-	-	SCO1984	hydrolase	3	2	3	1	6135	3426	8002	2186	1	3	13	10	6	9	12605	9019	9807	11823	4	7	0,01166538	1	

2124693	2124631	2122775		-	-	SCO1985	hypothetical protein	13	13	16	18	25473	22693	34643	37836	6	16	85	79	37	35	78669	65452	55654	45928	18	33	1,44E-04	7,89E-04	

	2125581	2124799	2124799	-	-	SCO1986	hypothetical protein	1	1	3	2	3737	2083	7744	4251	2	5	38	45	10	3	35716	37246	15904	4030	17	29	2,21E-20	4,53E-19	

2125668	2125668	2126168		+	-	SCO1987	hypothetical protein	0	0	0	0	1543	828	980	1600	0	2	55	59	11	17	50670	48696	17886	22978	40	69	0	0	

	2126165	2126716	2126741	+	-	SCO1988	hypothetical protein	0	4	0	0	1893	6548	564	1600	2	4	88	74	14	19	81098	61731	21658	25128	49	85	8,50E-276	1,04E-273	

2127773	2127773	2126802	2126797	-	-	SCO1989	aminopeptidase	13	31	17	25	26463	51484	36515	50879	16	42	74	84	42	32	67944	69227	63438	41815	33	62	0,069604079	0,197342073	

2128541	2128541	2127828	2127828	-	-	SCO1990	hypothetical protein	20	20	19	42	39792	34084	42101	84863	27	70	68	58	34	32	62350	48054	51306	41404	38	71	0,791865855	1	

2128658	2128658	2129218	2129296	+	-	SCO1991	hypothetical protein	40	34	26	38	79895	56407	55709	77802	46	120	74	90	23	27	68722	74563	34901	35686	53	95	0,067475025	0,192260066	

	2129776	2129270		-	-	SCO1992	hypothetical protein	3	2	3	2	5989	4062	7368	4605	4	10	8	6	3	5	8018	4975	4937	6497	6	12	0,778696074	1	

2130524	2130524	2129838		-	-	SCO1993	hypothetical protein	8	16	12	8	15629	27407	26027	16382	12	31	26	27	10	8	24103	22853	16199	11483	15	27	0,169460916	0,412600491	

2130596	2130596	2130952	2130988	+	-	SCO1994	hypothetical protein	27	29	18	24	53237	47655	40110	49725	52	133	80	73	32	37	73614	60733	48762	47826	88	161	0,462709691	0,929170168	

2131390	2131341	2130961	2130961	-	-	SCO1995	hypothetical protein	4	8	1	2	7970	13498	2584	4549	7	18	22	20	5	7	20681	16781	8648	9784	20	36	0,02912265	0,092969162	

2132025	2131993	2131391	2131391	-	-	SCO1996	dephospho-CoA kinase	21	30	30	20	41627	49867	65544	42357	32	82	98	91	36	41	90062	75304	55435	53333	62	113	0,158038511	0,39011062	

2132970	2132964	2132026	2132026	-	-	SCO1997	hypothetical protein	58	93	36	44	113610	151942	77636	89059	46	115	90	141	59	82	82793	116611	89205	105735	56	104	0,163514506	0,401200541	

2134813	2134629	2133121	2133067	-	rpsA	SCO1998	30S ribosomal protein S1	3776	4328	3874	3985	7368469	7032941	8212310	8045808	1987	5079	7679	8405	4948	5801	7037377	6923896	7431801	7444363	2530	4777	0,473283716	0,944363037	

2134856	2135154	2135816	2135834	+	-	SCO1999	hypothetical protein	19	8	18	13	38248	14496	39229	27081	17	44	120	91	51	47	110075	75486	76963	61413	65	122	6,53E-10	6,86E-09	

2135883	2135883	2138879	2138879	+	-	SCO2000	ATP-binding RNA helicase	44	32	56	43	87758	53471	119372	87096	11	29	168	121	62	84	153968	100430	94218	108846	20	38	0,321523904	0,693559115	

2140732	2140723	2138930	2138928	-	-	SCO2001	hypothetical protein	57	66	55	65	111231	108430	118223	132412	25	65	146	183	87	137	133912	151312	131520	176886	44	82	0,577492183	1	

	2141398	2141042	2141042	-	-	SCO2002	hypothetical protein	1	1	1	1	3339	3064	3476	3135	3	9	4	4	5	3	4462	3961	8538	3943	7	14	0,370303194	1	

2144382	2144382	2141659	2141538	-	-	SCO2003	DNA polymerase I	628	817	485	639	1226706	1328107	1029077	1291441	176	447	1160	1610	804	918	1063280	1326277	1208346	1178878	234	438	0,83501261	1	

2144625	2144639	2146918	2146955	+	-	SCO2004	formate dehydrogenase	206	283	176	188	403795	461370	374309	380146	70	177	224	409	160	202	205288	337374	241416	259661	62	114	5,84E-04	0,002862769	

2146962	2146962	2147501	2147667	+	-	SCO2005	hypothetical protein	35	54	54	54	69255	88729	115727	110828	69	178	206	186	101	106	189384	153621	153075	136020	157	292	0,020954561	0,070601132	

2147682	2147859	2148404		+	-	SCO2006	hypothetical protein	3	1	5	3	7727	2670	12419	6921	5	13	28	25	14	16	26366	21073	22495	20851	22	41	3,46E-07	2,82E-06	

	2148401	2148997		+	-	SCO2007	hypothetical protein	0	0	1	1	0	0	2733	2521	0	2	6	7	2	3	6319	6498	3964	4347	4	8	2,94E-06	1	

	2149264	2150520	2150520	+	-	SCO2008	branched-chain amino acid ABC transporter substrate-binding protein	30	31	11	20	59751	51910	24680	41306	14	35	26	37	14	14	24566	31066	22495	18010	10	19	8,48E-06	5,82E-05	

	2150635	2151567		+	-	SCO2009	branched-chain amino acid ABC transporter permease	3	2	2	0	6067	4689	4268	1925	1	4	6	8	2	2	5837	6730	4423	3445	3	5	0,993703562	1	

	2151573	2153399		+	-	SCO2010	branched-chain amino acid ABC transporter permease	8	5	3	4	15852	8430	6764	9479	2	5	4	10	2	2	4071	8452	3051	3532	1	2	7,25E-05	1	

	2153405	2154334		+	-	SCO2011	branched-chain amino acid ABC transporter ATP-binding protein	6	5	4	1	13493	9661	9448	3237	3	9	4	10	4	3	4505	8792	6240	4862	3	6	0,020429914	1	

	2154331	2155047		+	-	SCO2012	branched-chain amino acid ABC transporter ATP-binding protein	0	3	0	3	0	6129	99	6140	1	4	4	9	6	1	3985	7670	9752	2261	4	8	0,133493438	1	

2155807	2155779	2155123	2155114	-	-	SCO2013	two-component system response regulator	167	211	180	207	327327	343737	382202	418215	219	559	803	774	369	460	736561	637705	555490	591258	517	959	0,02110524	0,071052927	

2157783	2157773	2156337	2156236	-	-	SCO2014	pyruvate kinase	182	260	131	168	355577	424028	278647	339929	96	243	162	239	113	148	149200	197172	169981	190485	65	122	2,38E-08	2,17E-07	

2157990	2157990	2159798	2159912	+	-	SCO2015	nucleotidase	23	28	19	29	46578	46207	42121	59605	10	26	143	158	70	83	131898	130966	106282	107224	35	65	7,45E-09	7,17E-08	

	2161229	2159817		-	-	SCO2016	monooxygenase	1	0	0	0	2300	1271	1525	1153	0	1	1	0	0	1	935	0	0	1329	0	0	4,46E-04	1	

	2162584	2161226		-	-	SCO2017	amino acid decarboxylase	0	0	0	0	660	418	0	1051	0	0	2	2	0	1	2143	1763	178	1675	0	1	0,035516085	1	

2165253	2165253	2162746		-	-	SCO2018	aminopeptidase	61	94	39	50	120910	153173	84450	102204	18	45	65	99	35	36	59758	81935	52863	47023	13	24	6,60E-07	5,20E-06	

2165724	2165724	2165374	2165374	-	-	SCO2019	chorismate mutase	4	3	0	1	8979	6258	1327	3832	5	14	13	19	11	15	12400	15721	18009	19703	24	46	5,02E-07	4,00E-06	

2165838	2165859	2166758	2166758	+	-	SCO2020	hypothetical protein	14	17	12	13	29239	28388	26423	27007	12	30	62	39	24	29	57367	32763	36382	38452	24	45	0,076846076	0,214722188	

2166824	2166835	2167428	2167439	+	-	SCO2021	hypothetical protein	3	7	3	10	6601	12710	7279	20606	7	19	31	27	13	11	28580	22373	20170	14125	19	35	0,041208722	0,126098689	

2168234	2168234	2167476	2167476	-	-	SCO2022	hypothetical protein	7	17	13	19	15124	28445	28087	39538	14	36	119	89	49	52	109932	74112	73595	67998	57	107	9,07E-12	1,09E-10	

2168317	2168433	2169291	2169291	+	-	SCO2023	hypothetical protein	31	21	24	21	61964	34598	51450	43064	21	55	259	229	104	103	237950	188674	157232	133366	114	208	1,32E-26	3,39E-25	

2169292	2169305	2170222	2170223	+	-	SCO2024	chitosanase	25	37	25	28	48936	61443	54323	58182	23	60	102	92	44	58	93527	76065	67546	74425	45	84	0,171532693	0,417170626	

	2171847	2170384	2170305	-	gltD	SCO2025	glutamate synthase	56	62	72	50	109523	101319	154600	101869	31	79	239	253	123	153	219392	208970	185947	196701	74	138	0,009692349	0,035949802	

2176499	2176384	2171840		-	-	SCO2026	glutamate synthase	71	98	125	73	139617	159850	265752	148050	15	39	256	315	165	186	235024	260067	248288	238955	28	54	0,214020888	0,501430398	

2177579	2177557	2176826	2176732	-	-	SCO2027	hypothetical protein	11	3	18	16	22648	5252	39992	32998	13	34	23	47	30	32	21984	39419	45079	41867	26	50	0,111426823	0,291780263	

	2177792	2179321		+	-	SCO2028	hypothetical protein	3	2	1	2	7300	3901	3317	4577	1	3	11	8	0	3	10085	7103	781	3907	2	3	0,877185999	1	

	2179318	2180595		+	-	SCO2029	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	2180592	2181770		+	-	SCO2030	hypothetical protein	0	0	0	0	0	723	0	0	0	0	0	0	0	0	677	0	994	0	0	0	0,033498793	1	

	2181758	2183161		+	-	SCO2031	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1274	0	0	0	0	1	1	

	2183119	2184333		+	-	SCO2032	hypothetical protein	0	0	0	1	0	0	0	2149	0	0	5	1	2	0	4830	1589	4108	1271	1	2	3,33E-08	1	

	2184330	2185154		+	-	SCO2033	citrate lyase subunit beta	0	0	0	0	1495	1303	1337	0	0	1	0	1	0	1	711	1250	0	1927	0	1	0,496501605	1	

2186259	2186259	2185228	2185214	-	-	SCO2034	prolipoprotein diacylglyceryl transferase	257	360	269	301	502271	586276	571971	609656	216	549	511	494	225	277	469127	407215	338803	356163	206	380	0,001808204	0,007940898	

	2187163	2186336		-	-	SCO2035	hypothetical protein	0	3	1	1	155	4995	2426	3777	1	3	6	6	3	2	6290	5000	4787	3415	3	5	0,269850557	1	

	2188026	2187211	2187192	-	trpA	SCO2036	tryptophan synthase subunit alpha	68	80	63	71	133181	131115	134584	145027	65	166	76	102	61	71	69648	84216	91886	91943	54	103	8,42E-05	4,83E-04	

2189353	2189306	2188023		-	-	SCO2037	tryptophan synthase subunit beta	90	119	116	94	177196	194216	247618	190492	61	157	135	176	92	95	124514	145757	139503	122650	55	103	5,66E-04	0,002781208	

2189632	2189612	2189421	2189354	-	-	SCO2038	hypothetical protein	15	11	14	14	30696	18606	31157	29751	55	143	23	23	13	21	21664	18995	20855	27683	61	116	0,063524381	0,18245957	

2190463	2190442	2189633	2189633	-	trpC	SCO2039	indole-3-glycerol-phosphate synthase	192	232	182	204	375526	377628	387372	413136	188	479	452	498	296	325	414724	410692	444921	417693	276	520	0,689135221	1	

2191088	2191006	2190560	2190560	-	-	SCO2040	hypothetical protein	23	37	26	19	46393	61129	56323	39445	44	113	65	71	44	52	59610	58556	67341	66768	74	141	0,424350268	0,868777322	

2191366	2191360	2191109	2191092	-	-	SCO2041	hypothetical protein	215	274	213	254	420192	445812	452342	514624	714	1818	589	638	338	385	540651	526115	508620	494574	1098	2053	0,755863592	1	

2192140	2192140	2191505	2191458	-	-	SCO2042	hypothetical protein	33	18	26	29	65692	30777	56343	58647	32	83	65	84	40	47	59810	69993	60736	60557	53	98	0,617622459	1	

2193732	2193732	2192224	2192207	-	-	SCO2043	anthranilate synthase component I	54	77	37	40	106436	126651	79082	82584	26	65	103	152	93	113	94611	125353	140916	146121	43	83	0,440752416	0,893603101	

2194130	2194130	2193744	2193740	-	hisI	SCO2044	phosphoribosyl-AMP cyclohydrolase	13	21	11	15	26511	34502	24482	31426	29	75	35	30	8	22	32509	24989	12790	29452	35	64	0,12834453	0,328942845	

2194212	2194212	2194847	2195058	+	-	SCO2045	hypothetical protein	115	159	120	155	226279	258474	254768	314122	162	414	170	205	111	128	156154	169682	167766	165239	137	258	1,02E-04	5,78E-04	

	2196012	2194858		-	-	SCO2046	integral membrane efflux protein	4	5	4	3	8319	8301	9111	6763	2	7	37	21	19	14	34427	17393	28626	18900	11	21	1,83E-07	1	

2196709	2196709	2196122		-	-	SCO2047	DNA-binding protein	6	0	8	5	12756	788	18490	12047	7	18	11	12	9	5	10744	10485	13586	6526	9	17	0,289379271	0,639185769	

	2197548	2196793	2196777	-	-	SCO2048	imidazole glycerol phosphate synthase subunit HisF	39	71	49	42	76672	115944	105476	84798	50	126	125	152	56	69	114834	125854	85165	88733	75	137	0,787199726	1	

2197962	2197949	2197545		-	-	SCO2049	hypothetical protein	41	53	38	37	81351	86686	81539	75355	78	200	79	69	46	52	73137	57591	69275	67336	87	165	0,075208871	0,210653679	

2198688	2198688	2197966	2197966	-	-	SCO2050	phosphoribosyl isomerase A	66	87	70	56	129705	141468	149242	114550	72	184	84	114	76	80	77843	94415	114532	103029	70	134	0,004676169	0,01879241	

2199479	2199374	2198706	2198689	-	hisH	SCO2051	imidazole glycerol phosphate synthase subunit HisH	16	23	22	28	31501	38033	47192	57521	25	65	47	64	32	49	43740	53290	48467	63235	41	78	0,480670466	0,954434427	

	2200132	2199539	2199539	-	hisB	SCO2052	imidazoleglycerol-phosphate dehydratase	42	39	26	39	82933	64041	56432	78974	46	118	60	72	41	59	55429	59371	62403	76722	56	106	0,233528216	0,539317993	

	2201238	2200129		-	-	SCO2053	histidinol-phosphate aminotransferase	47	75	55	53	93544	123368	117668	107423	39	99	112	125	96	89	102773	102996	145319	114225	54	104	0,634396952	1	

2202560	2202560	2201235		-	hisD	SCO2054	histidinol dehydrogenase	73	90	97	104	143966	147011	206061	210596	52	133	212	278	128	153	194286	229269	193443	196777	82	153	0,895367309	1	

	2202760	2204337		+	-	SCO2055	hypothetical protein	4	2	9	6	8377	4754	21006	12382	2	7	17	14	7	10	15617	11768	11960	13967	4	8	0,850566402	1	

	2204605	2205735		+	-	SCO2056	hypothetical protein	1	0	0	0	3426	0	0	0	0	0	1	2	0	0	1646	1887	816	0	0	0	0,982921047	1	

2205747	2205747	2206487	2206487	+	-	SCO2057	hypothetical protein	24	29	46	30	47471	48475	99584	62563	33	87	133	119	69	71	122619	98095	104437	92359	75	140	0,022852204	0,075773097	

2206488	2206501	2207010	2207031	+	-	SCO2058	transcriptional regulator	11	8	14	10	22997	13965	31217	21508	16	43	40	30	15	20	37401	25320	23564	26857	29	55	0,543942628	1	

2207858	2207858	2207142	2206987	-	-	SCO2059	hypothetical protein	70	85	76	89	137811	138275	161424	181356	84	215	267	212	100	115	245009	175295	150558	148224	136	250	0,915135049	1	

2208824	2208813	2207893	2207859	-	-	SCO2060	integral membrane transport protein	44	46	41	45	87418	74772	88541	91180	36	92	90	92	49	43	83055	76185	74206	55917	42	78	0,097219767	0,261203815	

2209824	2209799	2208825	2208825	-	-	SCO2061	ABC transport ATP-binding subunit	37	47	51	54	73255	77893	109458	110112	37	95	174	135	64	80	159753	111263	96426	103503	65	120	0,448476354	0,906902384	

2211206	2211178	2209967	2209967	-	-	SCO2062	hypothetical protein	37	47	28	29	73517	77885	60106	59261	22	55	125	130	62	76	114825	107347	93868	97750	46	85	0,054397779	0,160275161	

	2211403	2211570		+	-	SCO2063	small hydrophilic protein	2	2	1	0	4756	3483	2545	1562	7	18	4	3	0	2	4391	2885	1097	2947	9	16	0,403255328	0,834135905	

2215196	2215176	2211637	2211614	-	dnaE	SCO2064	DNA polymerase III subunit alpha	210	265	183	195	410620	430987	389373	395208	45	114	497	513	289	361	456140	422849	435470	463786	66	125	0,668832073	1	

2215358	2215379	2216719	2216719	+	-	SCO2065	hypothetical protein	92	116	60	105	180419	188689	127324	213582	52	132	103	129	72	72	94897	106697	108764	92559	40	75	4,02E-06	2,87E-05	

2216806	2216806	2217516	2217581	+	-	SCO2066	hypothetical protein	92	83	77	78	180555	136336	163464	158014	87	224	175	173	80	102	160985	142780	120252	131667	105	195	0,116341377	0,302798579	

2217614	2217614	2218414	2218442	+	-	SCO2067	hypothetical protein	273	324	199	227	533375	527222	423363	459921	239	606	249	315	164	193	228924	259611	247143	248588	163	307	1,63E-07	1,37E-06	

	2218545	2220200		+	-	SCO2068	alkaline phosphatase	7	11	10	11	13979	18566	22561	23955	4	11	29	45	26	21	27077	37743	39057	27601	10	19	0,032291095	1	

2220775	2220775	2220185	2219976	-	-	SCO2069	hypothetical protein	51	59	49	40	100000	96806	104169	80761	63	161	104	137	81	68	95856	113631	121761	87661	94	177	0,854294499	1	
