Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts novo10 Replicate 1	Raw Counts novo10 Replicate 2	Normalized Counts novo10 Replicate 1	Normalized Counts novo10 Replicate 2	RPKM novo10	Expression novo10	pValue wildtype vs novo10	qValue wildtype vs novo10
	440190	438997		-	-	SCO0422	two-component sensor kinase	6	0	0	0	12280	1319	2089	1237	1	3	5	6	7274	9823	2	7	0,24215995	1

	442579	440282		-	-	SCO0423	membrane transport protein	0	0	0	0	0	0	2030	437	0	0	1	2	1779	3248	0	1	0,058762177	1

	442700	443191		+	-	SCO0424	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	1	1

	444243	443293		-	-	SCO0425	hypothetical protein	4	2	5	5	7950	4561	11547	11554	3	9	5	7	6619	11337	3	9	0,673103945	1

444441	444441	444671		+	-	SCO0426	hypothetical protein	1	5	0	2	3426	8720	0	5451	7	19	1	3	2237	5947	5	17	0,401924916	1

	444752	445588		+	-	SCO0427	hydrolase	7	10	4	5	14882	17247	9448	10875	6	15	16	11	19765	18607	7	22	0,565144049	1

	445611	446144		+	-	SCO0428	tetR family transcriptional regulator	3	2	3	0	5863	3909	7190	1172	3	8	6	2	8182	3638	3	11	0,867422608	1

	447161	446214		-	-	SCO0429	oxidoreductase	4	5	1	3	9542	8398	3426	6921	2	7	5	3	6390	5458	2	6	0,404110825	1

	447185	447868		+	-	SCO0430	tetR family transcriptional regulator	9	7	10	10	18930	12605	21461	21825	10	27	17	15	21656	23752	11	33	0,889750811	1

	449218	447890		-	-	SCO0431	hypothetical protein	0	0	0	0	0	1464	505	0	0	0	0	1	1199	2408	0	1	0,110094633	1

	449515	453252		+	-	SCO0432	peptidase	2	0	2	2	5475	1327	5575	4660	0	1	8	4	10253	7094	0	2	0,233472615	1

	453370	454374		+	-	SCO0433	transcriptional regulator	3	3	10	7	7018	5993	21550	14466	4	12	15	16	19480	25250	7	22	0,240775665	1

	454546	456195		+	-	SCO0434	bifunctional PTS system maltose and glucose-specific transporter subunits IICB	7	4	4	4	14396	6958	10002	9461	2	6	1	3	2224	5962	0	2	0,021591748	1

	456192	457397		+	-	SCO0435	aminotransferase	0	0	3	1	1368	1415	7754	2530	1	2	1	2	1279	4303	0	2	0,535902952	1

457484	457484	457654	457739	+	rpmF	SCO0436	50S ribosomal protein L32	1	3	8	3	3009	5647	18074	6893	18	49	16	6	20092	9517	30	86	0,327923673	1

	458695	457670		-	-	SCO0437	hypothetical protein	7	10	11	6	14018	17721	24403	13982	6	17	15	10	18590	15931	5	16	0,67310686	1

	459345	458695		-	-	SCO0438	pyrrolidone-carboxylate peptidase	3	6	2	1	7775	11246	4436	3144	4	10	4	2	5210	3700	2	6	0,187198294	1

	460367	459393		-	-	SCO0439	hypothetical protein	7	8	2	1	15280	12999	5595	3051	3	9	8	5	10006	9173	3	9	0,727964583	1

	461083	460364		-	-	SCO0440	hypothetical protein	8	5	6	6	16260	9629	13291	13471	7	18	5	7	6223	11252	3	12	0,148712909	0,971478418

461350	461350	462102		+	-	SCO0441	LamB/YcsF family protein	30	41	32	28	59673	67484	69703	56982	33	84	82	51	101180	80292	40	120	0,654994262	1

	462099	462857		+	-	SCO0442	hypothetical protein	23	15	25	16	46519	25058	54303	33147	20	52	40	29	49585	45753	21	62	0,996219723	1

	462854	463711		+	-	SCO0443	hypothetical protein	6	12	6	6	12270	20279	14628	12531	6	17	15	10	19585	16199	7	20	0,937413114	1

	464099	463698		-	-	SCO0444	hypothetical protein	1	6	6	5	3688	11093	13508	11582	9	24	9	5	11885	9188	8	26	0,777858743	1

	465502	464207		-	-	SCO0445	hypothetical protein	1	1	1	0	2960	1874	3882	0	0	1	0	0	976	0	0	0	0,005944406	1

	465861	465496		-	-	SCO0446	hypothetical protein	0	0	0	0	398	233	0	0	0	0	1	1	1637	2545	1	5	1,16E-16	1

	465990	466436		+	-	SCO0447	MarR family regulatory protein	2	6	1	4	5358	10063	2941	8317	6	14	6	0	8306	305	3	9	0,17066079	1

	468153	469232		+	-	SCO0449	solute-binding lipoprotein	0	0	0	0	0	0	0	0	0	0	1	0	1569	0	0	0	1	1

	470304	469315		-	-	SCO0450	hypothetical protein	3	1	3	2	6212	2920	8349	4298	2	5	3	4	4684	7377	1	6	0,858703008	1

471251	471209	470355	470355	-	-	SCO0451	hypothetical protein	16	34	17	20	32375	55329	37644	41408	19	48	75	48	92756	76332	33	98	0,063212477	0,695313226

471415	471415	472314	472314	+	-	SCO0452	SIR2-like regulatory protein	16	22	20	11	32200	36384	43884	23071	14	37	25	14	31353	22827	10	30	0,267168229	1

	472458	473747		+	-	SCO0453	solute-binding lipoprotein	0	0	0	0	0	0	980	0	0	0	0	0	760	0	0	0	0,597258388	1

	473848	474789		+	-	SCO0454	binding-protein dependent transport protein	1	0	0	0	2145	0	0	0	0	0	5	1	6600	2247	1	4	9,01E-06	1

	474804	475631		+	-	SCO0455	binding-protein dependent transport protein	0	2	0	2	0	3796	0	4260	1	2	2	0	2614	0	0	1	0,908739387	1

	475628	476671		+	-	SCO0456	LacI family transcriptional regulator	1	1	0	1	2397	1665	0	3832	0	1	1	0	1724	810	0	1	0,902706773	1

	476738	478672		+	-	SCO0457	hypothetical protein	2	0	2	3	4562	1118	5536	7712	0	2	9	3	11934	6024	1	4	0,299865274	1

	478669	480957		+	-	SCO0458	Beta-glucosidase	0	0	2	3	757	1118	6338	7526	0	1	9	5	11668	8218	1	4	0,078399883	1

480998	481012	481791	481791	+	-	SCO0459	hypothetical protein	136	114	38	81	266090	186380	81628	163987	88	223	116	57	143281	90772	51	150	0,012873068	0,332866589

482321	482319	481810	481810	-	-	SCO0460	hypothetical protein	16	25	27	23	33016	41541	57670	48395	34	88	62	31	77181	49713	42	124	0,587445087	1

	482456	483325		+	-	SCO0461	hydrolase	0	0	2	0	1698	0	4753	1097	0	2	2	3	2639	4739	1	4	0,246040007	1

484267	484267	483338	483256	-	-	SCO0462	oxidoreductase	16	20	27	24	32200	33223	58066	49902	18	46	84	49	104357	76958	33	97	0,041278582	0,603698608

484318	484318	484932	485025	+	-	SCO0463	hypothetical protein	23	15	38	32	45898	24784	80746	65168	33	88	100	51	123238	81025	56	166	0,111727092	0,858816622

486670	486670	484973	484973	-	-	SCO0464	hypothetical protein	25	28	11	13	49121	46746	23749	26783	8	21	61	44	75976	69054	14	42	0,093407334	0,809365137

487526	487514	486684	486671	-	-	SCO0465	non-heme chloroperoxidase	39	51	15	24	77079	84401	33039	49027	29	73	77	37	95655	58443	31	92	0,986816606	1

	487618	488601		+	-	SCO0466	AraC family transcription regulator	1	5	0	2	3096	8655	1297	5098	1	4	7	0	8918	1123	1	5	0,820959441	1

	488614	489357		+	-	SCO0467	hypothetical protein	2	3	0	3	4562	6475	1277	6214	2	6	3	1	4907	2155	1	4	0,289132839	1

	490350	489373		-	-	SCO0468	hypothetical protein	17	12	10	7	34132	20859	23254	15471	9	23	24	17	29715	27918	9	29	0,892621885	1

	490451	490972		+	-	SCO0469	hypothetical protein	5	9	3	4	10843	15799	7695	8577	8	20	14	11	18090	18561	11	35	0,364414361	1

	490983	491891		+	-	SCO0470	hydrolase	2	3	1	0	4164	5116	3892	260	1	3	11	1	13739	2583	3	8	0,109735072	1

	491901	492881		+	-	SCO0471	AraC family transcription regulator	5	5	7	4	9979	8728	15341	8828	4	10	7	2	9833	4632	2	7	0,154748285	1

	494263	493055		-	-	SCO0472	hypothetical protein	6	5	12	5	13289	8671	25898	11480	4	12	24	14	30451	23140	7	22	0,218828193	1

	495249	494260		-	-	SCO0473	solute-binding lipoprotein	0	1	8	6	0	3097	18777	12308	3	8	18	16	22923	26152	8	24	0,010894338	0,303132335

	496493	495246		-	-	SCO0474	lipoprotein	2	3	8	4	4019	5993	18074	9963	2	7	26	14	33022	22131	7	22	0,009059306	1

	497359	496508		-	-	SCO0475	ABC transporter	2	0	7	2	5048	0	15975	5470	2	7	15	11	19338	17292	7	21	0,02221313	1

	497375	498133		+	-	SCO0476	ABC transporter ATP-binding protein	1	0	4	3	3242	1343	9487	6735	2	6	13	7	16328	11528	6	18	0,03677235	1

	498238	498630		+	-	SCO0477	hypothetical protein	0	3	1	4	1689	6475	3099	8400	5	12	6	9	7552	14555	9	28	0,11910947	0,887995877

	499807	498683		-	-	SCO0478	hypothetical protein	0	4	1	2	1611	7915	4209	5600	1	4	2	1	3003	2453	0	2	0,187613831	1

	500776	499952		-	-	SCO0479	phosphatase	8	4	4	9	15862	6524	10042	20094	6	15	19	13	23893	21879	9	27	0,280291233	1

	500780	501412		+	-	SCO0480	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	501699	502217		+	-	SCO0481	chitin binding protein	0	0	0	0	0	0	0	0	0	0	1	0	1328	0	0	1	1	1

	502342	503076		+	-	SCO0482	chitinase	0	0	1	0	0	0	3119	1525	0	1	1	0	1841	0	0	1	0,501331545	1

503474	503474	503073	503073	-	-	SCO0483	hypothetical protein	8	12	12	5	15629	20456	26938	11908	18	46	10	11	13232	17682	12	38	0,383248464	1

	504705	503539		-	-	SCO0484	monooxygenase	5	3	6	7	11639	5735	14182	14894	3	9	16	11	20531	17437	5	16	0,412830819	1

504854	504854	505465	505465	+	-	SCO0485	TetR family transcriptional regulator	0	12	16	5	1795	20448	34842	11154	10	27	30	14	37249	22207	16	48	0,257332549	1

	506670	505447		-	-	SCO0486	monooxygenase	11	14	4	13	22201	24165	9963	27193	6	17	15	16	19375	25693	6	18	0,855399224	1

	506842	507348		+	-	SCO0487	MarR family transcriptional regulator	4	5	3	2	9591	8921	7309	5637	6	15	5	3	6458	5580	4	11	0,288173255	1

507394	507394	510810	510810	+	-	SCO0488	hydrolase	19	27	42	30	37821	44051	90502	61745	6	17	106	73	131421	115335	12	36	0,044247172	0,618133873

511035	511035	510823	510722	-	-	SCO0489	hypothetical protein	33	36	2	17	64518	59777	5684	34431	77	192	31	12	39245	20235	48	139	0,13541162	0,933942553

511114	511124	512215	512215	+	-	SCO0490	esterase	43	43	16	32	84797	70967	34881	65410	23	58	47	31	58306	49759	16	49	0,1962942	1

513965	513924	512302	512288	-	-	SCO0491	ABC transporter	52	77	21	44	102931	126015	46588	90092	22	56	78	50	97014	79604	18	54	0,331429948	1

	524920	513989	513989	-	-	SCO0492	peptide synthetase	444	555	105	257	866430	903330	223531	520187	23	57	431	210	530778	329324	13	39	9,80E-04	0,055993532

526783	526783	524978	524978	-	-	SCO0493	ABC-transporter transmembrane protein	164	217	71	152	320813	353430	151312	306930	62	156	230	138	283887	216894	47	138	0,093631017	0,810443902

527843	527838	526786	526784	-	-	SCO0494	iron-siderophore binding lipoprotein	284	345	64	206	554732	561346	137704	416345	158	396	235	136	289684	213370	81	238	0,001097078	0,060981122

528753	528752	527889	527888	-	-	SCO0495	iron-siderophore ABC-transporter ATP-binding protein	82	106	43	63	161906	172391	92255	128142	63	160	115	74	141458	116810	50	149	0,247305597	1

	529897	528791	528791	-	-	SCO0496	iron-siderophore permease transmembrane protein	49	62	21	34	97097	101809	45449	69197	28	70	62	38	77101	59819	20	61	0,201655266	1

	530970	529894		-	-	SCO0497	iron-siderophore permease transmembrane protein	100	90	37	71	195893	147550	79469	143985	51	131	98	60	121749	95099	34	100	0,053986118	0,657696368

	532325	530970		-	-	SCO0498	peptide monooxygenase	183	238	22	99	358741	387169	46934	201441	74	183	103	28	127453	44025	22	63	5,76E-10	1,81E-07

532501	532501	533448	533463	+	-	SCO0499	formyltransferase	103	129	27	63	202922	210176	58750	128877	63	158	57	36	70797	56639	22	67	6,19E-06	8,29E-04

533784	533773	533534	533517	-	-	SCO0500	hypothetical protein	47	50	29	28	93214	82503	63137	58433	122	309	100	88	123813	138383	181	546	0,194172761	1

	535764	533812		-	-	SCO0501	hypothetical protein	6	2	2	2	12921	3539	5021	5349	1	3	6	1	7546	2209	0	2	0,233763785	1

	535974	536408	536408	+	-	SCO0502	hypothetical protein	1	9	4	0	3096	15718	9686	1265	7	17	14	5	18220	8179	10	30	0,308473566	1

	536532	537512		+	-	SCO0503	hypothetical protein	1	1	1	1	2135	2196	3099	2297	0	2	3	1	3961	3119	1	3	0,245698785	1

537570	537623	538942	538942	+	-	SCO0504	DEAD/DEAH box helicase	19	24	30	26	37297	40366	65544	53828	14	37	82	73	100970	115801	27	82	0,019792885	0,423370837

	539123	542131		+	-	SCO0505	large, multifunctional hypothetical protein	9	10	3	4	18561	17062	6734	8800	1	4	25	14	31038	22964	3	8	0,096904118	1

542257	542269	543099	543177	+	nadE	SCO0506	NAD synthetase	111	130	109	91	217435	212565	231841	185310	99	254	195	186	240377	292836	106	320	0,711290848	1

	543535	543119		-	-	SCO0507	hypothetical protein	0	0	0	0	0	0	1267	1041	0	1	0	0	203	0	0	0	3,60E-06	1

	543545	544087	544087	+	-	SCO0508	tetR family transcriptional regulator	8	6	7	3	16182	10811	15727	6698	8	22	19	10	23770	16076	12	36	0,41583698	1

	544194	545717		+	glpK	SCO0509	glycerol kinase	25	32	14	17	50237	52296	31336	34542	10	27	40	18	49394	29271	8	25	0,485319818	1

	546358	547116		+	-	SCO0511	dehydrogenase	2	3	2	0	4999	6162	6150	1907	2	6	3	0	3899	795	1	3	0,14024379	1

547743	547743	547135	547075	-	-	SCO0512	regulatory protein	3	9	8	11	6727	14809	18153	22904	10	25	21	16	27039	25793	14	43	0,30060364	1

547809	547809	548900	548920	+	-	SCO0513	hypothetical protein	87	114	71	92	171187	186598	152451	187533	63	159	119	81	146928	127887	42	125	0,072816022	0,727833804

	548968	549621		+	-	SCO0514	hypothetical protein	9	14	11	10	18085	23336	24343	21406	13	33	31	14	39110	23018	16	47	0,58146678	1

	550455	551633		+	-	SCO0516	lipoprotein	0	0	2	1	1601	0	5169	2214	0	1	7	2	8677	3661	1	5	0,065057274	1

	551918	552115		+	-	SCO0517	hypothetical protein	0	0	0	0	0	0	0	362	0	0	1	0	2379	282	2	6	4,47E-22	1

	552094	552351		+	-	SCO0518	hypothetical protein	0	0	0	0	922	1134	0	0	0	1	0	1	1217	1949	2	6	0,502847164	1

	553140	552403		-	-	SCO0519	oxidoreductase	3	3	2	5	6785	5864	5803	11656	3	10	4	7	5618	12009	3	11	0,954627871	1

	553277	553861		+	-	SCO0520	tetR family transcriptional regulator	6	7	9	6	12231	11777	19421	12159	9	23	13	6	16619	10159	7	22	0,67556979	1

553892	553892	554473	554473	+	-	SCO0521	TetR family transcriptional regulator	27	33	27	19	53441	54154	57759	38878	34	87	34	19	42657	30731	21	63	0,111902068	0,858816622

	554649	555440		+	-	SCO0522	oxidoreductase	0	1	1	1	1698	2163	2238	3349	1	2	1	3	1773	4930	1	4	0,378958296	1

	555905	555468		-	-	SCO0523	transcriptional regulator	1	0	3	2	3349	1616	6566	5163	3	9	4	2	5265	4074	3	10	0,81568863	1

	555990	556898		+	-	SCO0524	gluconolactonase	11	7	11	9	22153	11608	23977	19378	8	21	10	5	13331	8944	4	12	0,069013385	0,712011815

557023	557029	557844	557881	+	-	SCO0525	hypothetical protein	55	89	23	48	108329	145660	49737	97209	49	122	54	65	66866	102278	33	103	0,1227243	0,903419835

557882	557882	558715	558715	+	-	SCO0526	oxidoreductase	29	59	32	36	57926	97264	68505	74369	35	89	51	44	63553	69918	26	80	0,244968567	1

559134	559015	558812	558777	-	-	SCO0527	cold shock protein	708	812	618	731	1382030	1320923	1311052	1476630	2640	6728	915	1045	1126514	1638857	2224	6777	0,149409257	0,972393961

	559346	560098		+	-	SCO0528	lipoprotein	2	1	0	0	4756	2027	1030	1962	1	3	2	0	2694	947	0	2	0,96552547	1

	561545	560127		-	-	SCO0529	oxidoreductase	0	0	0	0	0	0	1356	0	0	0	0	2	1118	4632	0	2	1,62E-05	1

	562576	561731		-	-	SCO0530	transcriptional regulator	10	13	6	7	20609	22661	14746	15927	8	21	13	6	16093	9410	5	15	0,195084236	1

	562803	564071		+	-	SCO0531	sugar transporter sugar binding protein	0	0	0	0	1893	0	1485	0	0	0	0	0	0	1154	0	0	0,521043075	1

	564141	565049		+	-	SCO0532	sugar transporter membrane protein	0	0	0	0	0	0	1099	0	0	0	3	0	3763	0	0	2	7,84E-04	1

	565046	565903		+	-	SCO0533	sugar transporter membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	1	1

	566007	567626		+	-	SCO0534	beta-hexosaminidase	0	0	0	0	0	780	0	0	0	0	0	0	0	970	0	0	0,546062442	1

	567623	569044		+	-	SCO0535	hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

569291	569282	569061	569061	-	-	SCO0536	hypothetical protein	7	5	6	6	14270	9106	12805	12912	21	55	18	6	22855	10939	26	76	0,699763584	1

	569655	570482		+	-	SCO0537	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	1	1

	570520	571848		+	-	SCO0538	sugar transporter sugar binding lipoprotein	0	0	2	1	1029	0	5526	2828	0	1	4	2	5228	4005	1	3	0,205300463	1

	571863	572813		+	-	SCO0539	sugar transporter membrane protein	0	0	0	0	0	1592	1158	1302	0	1	0	0	797	0	0	0	0,164723374	1

	572810	573709		+	-	SCO0540	sugar transport membrane protein	0	1	0	0	0	2550	0	1572	0	1	1	2	2033	3776	1	3	0,156808412	1

	573756	575081		+	-	SCO0541	alpha-galactosidase	1	1	0	0	2300	1801	0	0	0	0	0	1	0	1620	0	0	0,503071713	1

	575351	577984		+	-	SCO0542	regulatory protein	0	1	1	1	0	2413	2396	3702	0	0	2	1	3102	2239	0	1	0,550688445	1

578086	578092	579228	579228	+	-	SCO0543	peptidase	49	69	46	31	95728	113168	97712	63466	32	81	154	114	189487	179152	54	162	0,08274687	0,757138494

579229	579257	580789	580789	+	-	SCO0544	hypothetical protein	22	27	7	12	44199	44244	15252	24560	8	20	34	38	42762	60614	11	33	0,35062762	1

	580913	583459		+	-	SCO0545	hypothetical protein	0	1	1	0	0	1785	2594	1683	0	0	3	0	4864	1039	0	1	0,510853052	1

	586897	583523		-	-	SCO0546	pyruvate carboxylase	30	59	31	20	60431	96428	66534	41910	7	19	55	41	67645	64773	6	19	0,442013393	1

	587988	586987		-	-	SCO0547	acyltransferase	0	0	0	0	1300	0	871	0	0	0	0	0	0	0	0	0	1	1

	589271	587985		-	-	SCO0548	3-oxoacyl-ACP synthase	0	0	1	0	679	0	2882	0	0	0	1	1	1909	1872	0	1	0,692590742	1

	589546	589268		-	-	SCO0549	acyl carrier protein	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	1	1

	590017	590895		+	-	SCO0550	hypothetical protein	2	2	9	4	4494	3587	20837	8689	4	10	16	13	19907	20655	7	23	0,11788943	0,882928078

	592309	590981		-	-	SCO0551	histidine kinase	8	7	5	6	17279	12621	11666	13564	4	10	14	8	18022	12613	3	11	0,918305769	1

	593022	592306		-	-	SCO0552	response regulator	0	1	1	2	1533	2702	3060	5665	1	4	0	5	766	9028	2	6	0,382913669	1

	593486	593049		-	-	SCO0553	hypothetical protein	0	1	0	0	0	1866	0	158	0	1	0	0	0	0	0	0	1	1

	595338	593641		-	-	SCO0554	beta-mannosidase	0	0	1	1	0	0	3238	3330	0	0	0	1	0	2163	0	0	0,555500889	1

	597079	595484		-	-	SCO0555	membrane-bound oxidoreductase	0	0	1	0	0	1246	3832	232	0	0	8	2	10222	3814	1	4	8,08E-04	1

	598655	597132		-	-	SCO0556	hypothetical protein	0	3	2	0	1281	6451	5110	790	0	2	7	1	8621	1720	1	3	0,440686056	1

598744	598747	599769	599769	+	-	SCO0557	MerR family transcriptional regulator	38	49	28	25	74720	79993	59453	51762	25	64	53	39	66285	62067	21	62	0,386504467	1

599978	599978	599712		-	-	SCO0558	hypothetical protein	0	3	0	1	1504	5438	1287	2725	4	10	13	1	16508	3096	13	36	0,010434997	0,295086579

	601052	600051		-	-	SCO0559	hypothetical protein	11	11	3	4	21959	19201	6655	8856	5	14	14	15	18349	24852	7	21	0,471755063	1

603355	603355	601133	601053	-	-	SCO0560	catalase/peroxidase	176	232	83	118	343811	377210	177864	239854	51	128	207	151	255550	238032	37	111	0,081024964	0,749027398

603840	603840	603385	603385	-	-	SCO0561	Fe regulatory protein	14	18	13	9	28463	29354	27938	19276	22	57	29	17	35828	27765	23	69	0,945381357	1

	603973	605085	605085	+	-	SCO0562	hypothetical protein	12	9	23	8	24036	16241	50470	16755	9	24	20	13	24660	21236	6	20	0,386788051	1

606560	606555	605122	605097	-	-	SCO0563	hypothetical protein	97	135	70	76	190767	220094	149648	155260	49	124	169	139	209048	219104	49	149	0,746889808	1

	607837	606677		-	-	SCO0564	hypothetical protein	1	2	1	0	2329	3933	3545	1535	0	2	3	1	4820	3057	1	3	0,645435627	1

	608909	607851		-	-	SCO0565	polyprenyl synthetase	0	0	1	0	0	0	2981	9	0	0	3	3	3708	5167	1	4	0,001434747	1

	609186	608902		-	-	SCO0566	hypothetical protein	1	0	3	2	1990	0	7725	4567	4	12	2	3	2595	5496	4	14	0,741387187	1

	609517	610356		+	-	SCO0567	insertion element transposase	5	2	7	5	10329	4183	15836	11238	4	12	11	14	13813	22192	6	21	0,350415108	1

	611488	610415		-	-	SCO0568	polyprenyl synthetase	2	6	3	6	4184	10916	8448	12252	3	8	19	13	23553	20594	6	20	0,045338796	1

612106	612106	611984	611978	-	rpmJ	SCO0569	50S ribosomal protein L36	7	2	3	3	13658	4110	8071	7879	26	68	14	13	17861	21084	52	158	0,077559093	0,741011595

612357	612320	612156	612107	-	rpmG	SCO0570	50S ribosomal protein L33	9	7	4	2	18182	11680	10012	5423	26	68	24	23	30216	36908	67	203	0,004839866	0,186115377

	613754	612426		-	-	SCO0571	hypothetical protein	20	29	1	3	40180	48556	3169	6251	7	18	15	6	18553	9464	3	10	0,049534486	0,632973499

615151	615151	613751		-	-	SCO0572	cytosine permease	38	43	2	1	76060	71249	4466	3842	11	27	10	11	12348	18308	3	10	5,79E-04	0,038134347

616107	616107	615154	615154	-	-	SCO0573	hypothetical protein	21	33	0	2	41054	54927	0	5637	11	26	8	10	10284	16076	4	13	0,025185281	0,47636327

616253	616253	617086		+	-	SCO0574	IclR family regulatory protein	19	14	9	6	37607	24350	19461	12466	11	28	17	14	21538	22268	8	26	0,551641809	1

617123	617124	617855	617855	+	-	SCO0575	peptidase E	52	80	19	15	102494	130013	41269	31370	42	104	47	48	58201	75896	30	91	0,216311187	1

	618788	617913		-	-	SCO0576	oxidoreductase	4	6	1	5	8581	11181	2822	12056	3	9	8	5	10760	9173	3	11	0,927364382	1

	619588	618788		-	-	SCO0577	hypothetical protein	1	2	0	1	1970	3338	0	3944	1	2	3	0	4190	0	0	2	0,696507055	1

	620367	619588		-	-	SCO0578	triosephosphate isomerase	2	0	0	0	3980	1327	0	0	0	1	1	2	1557	3814	1	3	0,70713821	1

	620879	620367		-	-	SCO0579	ribose 5-phosphate isomerase	1	1	0	0	2213	1657	1574	0	1	2	2	1	2873	1796	1	4	0,642074891	1

	622672	620891		-	-	SCO0580	dihydroxyacetone kinase	3	3	1	0	6931	5775	2218	1107	0	2	4	3	5061	4724	0	2	0,990781531	1

	624036	622669		-	-	SCO0581	transporter	5	9	1	0	11358	14874	3208	1144	2	5	8	5	10797	7935	2	6	0,957798308	1

624273	624273	625034	625040	+	-	SCO0582	transcriptional regulator	32	56	42	48	64022	92349	89680	97311	44	112	65	82	80451	129386	44	137	0,942586508	1

	625127	626350		+	-	SCO0583	cytochrome P450	2	3	5	8	5552	5936	11746	16736	3	8	15	19	18498	30341	6	19	0,04448772	1

	627631	626369		-	-	SCO0584	cytochrome P450	0	1	0	0	0	3145	0	1060	0	0	1	1	1699	2369	0	1	0,663767601	1

	628164	627628		-	-	SCO0585	ATP/GTP binding protein	0	0	0	0	0	0	0	0	0	0	0	1	0	2599	0	2	1	1

	628588	628247		-	-	SCO0586	hypothetical protein	0	0	0	0	0	579	0	381	0	0	0	1	1106	2576	1	5	7,99E-05	1

	629058	628600		-	-	SCO0587	hypothetical protein	0	1	0	0	0	2453	0	1051	0	1	3	1	4555	3073	2	8	0,022326703	1

	630912	629185		-	-	SCO0588	sensor kinase	0	1	5	2	1388	2276	11320	4819	1	2	8	1	9969	2568	1	3	0,913506233	1

	632103	631216		-	-	SCO0589	LysR family transcriptional regulator	4	3	3	2	8940	5735	7111	4205	2	7	10	1	13114	3027	3	9	0,94465455	1

	632180	633049		+	-	SCO0590	oxidoreductase	6	14	9	5	12066	24036	20253	10354	7	19	16	8	20148	13882	6	19	0,741075141	1

	633119	633958		+	-	SCO0591	lysozyme	2	9	3	2	5310	14664	7705	5972	4	10	6	6	7756	10358	3	10	0,795570246	1

	634708	633986		-	-	SCO0592	hypothetical protein	1	8	2	1	3601	14142	5100	3358	3	9	8	6	10642	9777	4	14	0,527224232	1

635706	635706	634879	634879	-	-	SCO0593	hypothetical protein	18	24	8	21	36103	39103	16995	43250	16	40	30	19	37237	30960	13	41	0,646167099	1

	636516	635776		-	-	SCO0594	methyltransferase	5	2	1	5	9795	4569	3694	10410	3	9	6	4	8541	7147	3	10	0,841368557	1

	636573	637166		+	-	SCO0595	hypothetical protein	2	2	4	1	5649	4448	9844	2437	3	9	5	3	7330	5916	3	11	0,977960093	1

637238	637261	637824	637838	+	-	SCO0596	DNA-binding protein	139	169	113	124	271546	274941	239714	252014	181	460	295	294	363176	461929	241	731	0,800902024	1

638306	638306	637911	637911	-	-	SCO0597	hypothetical protein	12	13	7	12	24133	22741	16846	25276	22	56	26	20	32923	32902	27	83	0,504997632	1

638425	638511	638804		+	-	SCO0598	anti anti sigma factor	24	28	29	28	47461	46673	63523	57251	71	182	59	56	72713	88005	90	273	0,519774605	1

	638801	639730	639732	+	-	SCO0599	regulator of sig8	56	67	56	62	110765	110288	119708	125462	49	125	142	110	175278	172876	62	187	0,618267904	1

639827	639859	640704	640896	+	-	SCO0600	RNA polymerase sigma factor sig8	287	313	167	210	561227	508639	354471	425509	215	546	496	494	611223	775399	270	819	0,811149697	1

	641762	640719		-	-	SCO0601	hypothetical protein	0	0	0	0	0	0	0	0	0	0	1	0	1656	0	0	0	1	1

	642012	643133		+	-	SCO0602	hypothetical protein	0	1	0	1	1825	1922	0	3823	0	1	1	6	1644	10480	1	5	0,036663807	1

	643179	643880		+	-	SCO0603	amino transferase	7	8	5	3	14872	14198	11240	6112	6	16	14	6	17496	9915	6	19	0,978678492	1

	645101	643926		-	-	SCO0604	hypothetical protein	3	13	3	4	6203	21719	6794	9619	3	9	18	4	22657	7010	4	12	0,764182194	1
