Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_overexpression Replicate 1	Raw Counts TopA_overexpression Replicate 2	Raw Counts TopA_overexpression Replicate 3	Normalized Counts TopA_overexpression Replicate 1	Normalized Counts TopA_overexpression Replicate 2	Normalized Counts TopA_overexpression Replicate 3	RPKM TopA_overexpression	Expression TopA_overexpression	pValue wildtype vs TopA_overexpression	qValue wildtype vs TopA_overexpression
	460367	459393		-	-	SCO0439	hypothetical protein	7	8	2	1	15280	12999	5595	3051	3	9	3	7	3	2627	8570	6714	2	6	0,100694163	1

	461083	460364		-	-	SCO0440	hypothetical protein	8	5	6	6	16260	9629	13291	13471	7	18	9	7	2	7634	8255	4461	4	9	0,011819232	0,140135131

461350	461350	462102		+	-	SCO0441	LamB/YcsF family protein	30	41	32	28	59673	67484	69703	56982	33	84	91	55	10	75313	61417	20607	32	69	0,614386502	1

	462099	462857		+	-	SCO0442	hypothetical protein	23	15	25	16	46519	25058	54303	33147	20	52	38	22	16	31725	25035	32932	16	39	0,274534072	1

	462854	463711		+	-	SCO0443	hypothetical protein	6	12	6	6	12270	20279	14628	12531	6	17	14	10	7	12241	11931	14560	6	15	0,473854541	1

464099	464099	463698	463698	-	-	SCO0444	hypothetical protein	1	6	6	5	3688	11093	13508	11582	9	24	18	11	3	15043	12186	6973	12	28	0,937402412	1

	465502	464207		-	-	SCO0445	hypothetical protein	1	1	1	0	2960	1874	3882	0	0	1	1	0	0	927	0	0	0	0	6,88E-11	1

	465861	465496		-	-	SCO0446	hypothetical protein	0	0	0	0	398	233	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	465990	466436		+	-	SCO0447	MarR family regulatory protein	2	6	1	4	5358	10063	2941	8317	6	14	10	6	0	8424	7414	35	5	11	0,355402048	1

	468153	469232		+	-	SCO0449	solute-binding lipoprotein	0	0	0	0	0	0	0	0	0	0	0	1	0	748	1349	0	0	0	1	1

	470304	469315		-	-	SCO0450	hypothetical protein	3	1	3	2	6212	2920	8349	4298	2	5	5	0	0	4519	1045	828	1	2	0,003516439	1

471251	471209	470355	470355	-	-	SCO0451	hypothetical protein	16	34	17	20	32375	55329	37644	41408	19	48	85	38	22	70108	42071	45088	26	61	0,221877417	0,979069961

471415	471415	472314	472314	+	-	SCO0452	SIR2-like regulatory protein	16	22	20	11	32200	36384	43884	23071	14	37	52	21	17	43189	23200	35319	16	37	0,996171665	1

	472458	473747		+	-	SCO0453	solute-binding lipoprotein	0	0	0	0	0	0	980	0	0	0	2	0	0	1912	757	1683	0	1	1,13E-05	1

	473848	474789		+	-	SCO0454	binding-protein dependent transport protein	1	0	0	0	2145	0	0	0	0	0	1	3	1	1043	4008	2377	1	2	5,49E-04	1

	474804	475631		+	-	SCO0455	binding-protein dependent transport protein	0	2	0	2	0	3796	0	4260	1	2	1	1	0	1239	1819	0	0	1	0,06049587	1

	475628	476671		+	-	SCO0456	LacI family transcriptional regulator	1	1	0	1	2397	1665	0	3832	0	1	1	0	0	1114	0	0	0	0	1,73E-06	1

	476738	478672		+	-	SCO0457	hypothetical protein	2	0	2	3	4562	1118	5536	7712	0	2	1	1	1	1147	1155	3722	0	1	0,007706911	1

	478669	480957		+	-	SCO0458	Beta-glucosidase	0	0	2	3	757	1118	6338	7526	0	1	7	3	4	6020	4141	9128	1	2	0,357759723	1

480986	481012	481791	481876	+	-	SCO0459	hypothetical protein	136	114	38	81	266090	186380	81628	163987	88	223	71	15	76	58748	16836	154234	34	98	0,001101238	0,018874804

482321	482319	481810	481810	-	-	SCO0460	hypothetical protein	16	25	27	23	33016	41541	57670	48395	34	88	73	58	15	60128	64613	31498	45	102	0,365546929	1

	482456	483325		+	-	SCO0461	hydrolase	0	0	2	0	1698	0	4753	1097	0	2	1	1	3	1243	1658	6349	1	3	0,368433237	1

484267	484267	483338	483328	-	-	SCO0462	oxidoreductase	16	20	27	24	32200	33223	58066	49902	18	46	54	35	28	44399	39555	57280	20	50	0,564667924	1

484318	484318	484932	484941	+	-	SCO0463	hypothetical protein	23	15	38	32	45898	24784	80746	65168	33	88	88	48	23	72178	53804	48134	41	94	0,547462828	1

	486670	484973		-	-	SCO0464	hypothetical protein	25	28	11	13	49121	46746	23749	26783	8	21	32	11	21	26320	12495	43966	6	16	0,260909413	1

487517	487514	486684	486671	-	-	SCO0465	non-heme chloroperoxidase	39	51	15	24	77079	84401	33039	49027	29	73	18	24	28	14844	26943	56612	13	39	0,006891564	0,089848672

	487618	488601		+	-	SCO0466	AraC family transcription regulator	1	5	0	2	3096	8655	1297	5098	1	4	2	0	2	2054	403	4096	0	2	0,024705755	1

	488614	489357		+	-	SCO0467	hypothetical protein	2	3	0	3	4562	6475	1277	6214	2	6	2	5	2	1663	5584	5147	2	5	0,573999498	1

	490350	489373		-	-	SCO0468	hypothetical protein	17	12	10	7	34132	20859	23254	15471	9	23	28	27	11	23738	29768	23581	10	26	0,79508726	1

490451	490451	490972	490972	+	-	SCO0469	hypothetical protein	5	9	3	4	10843	15799	7695	8577	8	20	19	17	9	16199	19335	19939	14	35	0,103832963	0,637215717

	490983	491891		+	-	SCO0470	hydrolase	2	3	1	0	4164	5116	3892	260	1	3	9	2	3	7609	2416	7756	2	6	0,280419004	1

	491901	492881		+	-	SCO0471	AraC family transcription regulator	5	5	7	4	9979	8728	15341	8828	4	10	10	5	2	8598	6590	4149	2	6	0,053717619	1

	494263	493055		-	-	SCO0472	hypothetical protein	6	5	12	5	13289	8671	25898	11480	4	12	1	4	1	1268	4417	3695	0	2	6,72E-11	1

	495249	494260		-	-	SCO0473	solute-binding lipoprotein	0	1	8	6	0	3097	18777	12308	3	8	0	0	0	519	0	311	0	0	6,06E-291	1

	496493	495246		-	-	SCO0474	lipoprotein	2	3	8	4	4019	5993	18074	9963	2	7	0	0	0	0	0	881	0	0	0	1

	497359	496508		-	-	SCO0475	ABC transporter	2	0	7	2	5048	0	15975	5470	2	7	1	2	0	1076	2449	0	0	1	3,96E-11	1

	497375	498133		+	-	SCO0476	ABC transporter ATP-binding protein	1	0	4	3	3242	1343	9487	6735	2	6	1	1	0	902	1266	0	0	0	4,52E-14	1

	498238	498630		+	-	SCO0477	hypothetical protein	0	3	1	4	1689	6475	3099	8400	5	12	4	1	4	3563	2112	9030	4	12	0,764712121	1

	499807	498683		-	-	SCO0478	hypothetical protein	0	4	1	2	1611	7915	4209	5600	1	4	8	2	1	7076	3201	3464	1	4	0,674331723	1

	500776	499952		-	-	SCO0479	phosphatase	8	4	4	9	15862	6524	10042	20094	6	15	18	8	2	14777	9018	5735	5	11	0,226502124	1

	500780	501412		+	-	SCO0480	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	501699	502217		+	-	SCO0481	chitin binding protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1736	0	0	1	1	1

	502342	503076		+	-	SCO0482	chitinase	0	0	1	0	0	0	3119	1525	0	1	1	0	0	927	608	0	0	0	0,076693002	1

503474	503474	503073	503073	-	-	SCO0483	hypothetical protein	8	12	12	5	15629	20456	26938	11908	18	46	26	16	4	21338	18594	9172	18	40	0,545565447	1

	504705	503539		-	-	SCO0484	monooxygenase	5	3	6	7	11639	5735	14182	14894	3	9	21	10	3	17247	11174	7721	4	10	0,846164948	1

504854	504854	505465	505465	+	-	SCO0485	TetR family transcriptional regulator	0	12	16	5	1795	20448	34842	11154	10	27	47	15	13	38706	17449	28177	19	45	0,069192603	0,486563314

	506670	505447		-	-	SCO0486	monooxygenase	11	14	4	13	22201	24165	9963	27193	6	17	20	18	9	16993	20728	20081	6	15	0,74631626	1

	506842	507348		+	-	SCO0487	MarR family transcriptional regulator	4	5	3	2	9591	8921	7309	5637	6	15	11	5	2	9014	6043	5601	5	13	0,489890259	1

	507394	510810		+	-	SCO0488	hydrolase	19	27	42	30	37821	44051	90502	61745	6	17	83	50	19	68012	55623	39282	7	15	0,983296227	1

511061	511035	510823	510799	-	-	SCO0489	hypothetical protein	33	36	2	17	64518	59777	5684	34431	77	192	15	8	25	12964	9675	50672	38	114	0,033772119	0,303767105

511087	511124	512215	512215	+	-	SCO0490	esterase	43	43	16	32	84797	70967	34881	65410	23	58	56	16	28	46449	18069	58464	14	37	0,067239254	0,474827453

513972	513924	512302	512302	-	-	SCO0491	ABC transporter	52	77	21	44	102931	126015	46588	90092	22	56	49	33	34	40652	36735	69418	11	30	0,01226835	0,144230867

524972	524920	513989	513973	-	-	SCO0492	peptide synthetase	444	555	105	257	866430	903330	223531	520187	23	57	175	78	264	143692	86674	534108	7	23	5,94E-05	0,001366848

526783	526783	524978	524978	-	-	SCO0493	ABC-transporter transmembrane protein	164	217	71	152	320813	353430	151312	306930	62	156	212	88	98	174203	97379	199394	35	86	0,030607988	0,283477481

527838	527838	526786	526784	-	-	SCO0494	iron-siderophore binding lipoprotein	284	345	64	206	554732	561346	137704	416345	158	396	118	84	149	97193	92917	302903	54	156	8,59E-05	0,001892153

528753	528752	527889	527839	-	-	SCO0495	iron-siderophore ABC-transporter ATP-binding protein	82	106	43	63	161906	172391	92255	128142	63	160	76	55	66	62611	61146	134393	37	99	0,102135662	0,631033586

	529897	528791	528791	-	-	SCO0496	iron-siderophore permease transmembrane protein	49	62	21	34	97097	101809	45449	69197	28	70	42	14	30	34810	16139	61635	12	33	7,39E-04	0,01320673

	530970	529894		-	-	SCO0497	iron-siderophore permease transmembrane protein	100	90	37	71	195893	147550	79469	143985	51	131	64	55	40	52877	61019	80906	23	60	0,001276927	0,021445693

532334	532325	530970		-	-	SCO0498	peptide monooxygenase	183	238	22	99	358741	387169	46934	201441	74	183	13	9	78	11072	10665	158553	12	44	1,77E-15	9,35E-14

532490	532501	533448	533465	+	-	SCO0499	formyltransferase	103	129	27	63	202922	210176	58750	128877	63	158	16	7	54	13550	7818	110829	14	46	2,27E-11	9,95E-10

533784	533773	533534	533517	-	-	SCO0500	hypothetical protein	47	50	29	28	93214	82503	63137	58433	122	309	186	154	78	152923	169739	158856	276	668	5,66E-05	0,001314874

	535764	533812		-	-	SCO0501	hypothetical protein	6	2	2	2	12921	3539	5021	5349	1	3	2	0	3	1937	0	7329	0	1	0,014974383	1

535940	535974	536408	536408	+	-	SCO0502	hypothetical protein	1	9	4	0	3096	15718	9686	1265	7	17	14	5	6	12266	6242	12868	9	24	0,483421941	1

	536532	537512		+	-	SCO0503	hypothetical protein	1	1	1	1	2135	2196	3099	2297	0	2	2	0	1	1796	862	2653	0	1	0,244362834	1

	537623	538942	538942	+	-	SCO0504	DEAD/DEAH box helicase	19	24	30	26	37297	40366	65544	53828	14	37	65	54	17	53417	60190	34562	16	37	0,756972172	1

	539123	542131		+	-	SCO0505	large, multifunctional hypothetical protein	9	10	3	4	18561	17062	6734	8800	1	4	11	16	8	9592	18351	16501	1	4	0,812689894	1

542257	542269	543099	543177	+	nadE	SCO0506	NAD synthetase	111	130	109	91	217435	212565	231841	185310	99	254	253	180	89	207729	198916	180149	99	235	0,890409238	1

	543535	543119		-	-	SCO0507	hypothetical protein	0	0	0	0	0	0	1267	1041	0	1	0	0	0	0	0	0	0	0	1	1

	543545	544087	544087	+	-	SCO0508	tetR family transcriptional regulator	8	6	7	3	16182	10811	15727	6698	8	22	21	8	3	17862	9145	7062	9	20	0,572547475	1

	544194	545717		+	glpK	SCO0509	glycerol kinase	25	32	14	17	50237	52296	31336	34542	10	27	24	18	16	19841	20396	34161	6	16	0,029928649	0,279434491

	546358	547116		+	-	SCO0511	dehydrogenase	2	3	2	0	4999	6162	6150	1907	2	6	5	6	2	4453	7033	5583	3	7	0,908333465	1

547743	547743	547135	547135	-	-	SCO0512	regulatory protein	3	9	8	11	6727	14809	18153	22904	10	25	28	10	6	23251	11284	12681	11	25	0,878431021	1

547809	547809	548900	548924	+	-	SCO0513	hypothetical protein	87	114	71	92	171187	186598	152451	187533	63	159	179	137	65	147122	150823	131445	55	131	0,629003255	1

548952	548968	549621	549621	+	-	SCO0514	hypothetical protein	9	14	11	10	18085	23336	24343	21406	13	33	33	20	10	27347	22243	21123	15	36	0,817632114	1

	550455	551633		+	-	SCO0516	lipoprotein	0	0	2	1	1601	0	5169	2214	0	1	3	0	0	2665	0	997	0	1	0,071226653	1

	551918	552115		+	-	SCO0517	hypothetical protein	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	1	1

	552094	552351		+	-	SCO0518	hypothetical protein	0	0	0	0	922	1134	0	0	0	1	0	0	0	0	0	0	0	0	1	1

	553140	552403		-	-	SCO0519	oxidoreductase	3	3	2	5	6785	5864	5803	11656	3	10	8	9	0	6960	10234	0	3	7	0,283010214	1

553220	553277	553861	553861	+	-	SCO0520	tetR family transcriptional regulator	6	7	9	6	12231	11777	19421	12159	9	23	6	6	9	5384	6955	19788	6	18	0,264204776	1

553892	553892	554473	554473	+	-	SCO0521	TetR family transcriptional regulator	27	33	27	19	53441	54154	57759	38878	34	87	62	33	24	51538	37376	49959	33	79	0,870700008	1

	554649	555440		+	-	SCO0522	oxidoreductase	0	1	1	1	1698	2163	2238	3349	1	2	2	2	3	1796	2427	6501	1	4	0,481824847	1

	555905	555468		-	-	SCO0523	transcriptional regulator	1	0	3	2	3349	1616	6566	5163	3	9	3	5	0	2881	6187	0	3	6	0,277209779	1

555990	555990	556898	556898	+	-	SCO0524	gluconolactonase	11	7	11	9	22153	11608	23977	19378	8	21	10	25	14	8515	28596	28524	8	24	0,67556784	1

557020	557029	557844	557881	+	-	SCO0525	hypothetical protein	55	89	23	48	108329	145660	49737	97209	49	122	67	87	47	55405	96019	95128	39	100	0,672692774	1

557882	557882	558715	558736	+	-	SCO0526	oxidoreductase	29	59	32	36	57926	97264	68505	74369	35	89	116	55	29	95397	61461	59925	37	86	0,770847595	1

559134	559015	558812	558773	-	-	SCO0527	cold shock protein	708	812	618	731	1382030	1320923	1311052	1476630	2640	6728	1951	1423	814	1598532	1565885	1645818	3244	7859	0,304193473	1

	559346	560098		+	-	SCO0528	lipoprotein	2	1	0	0	4756	2027	1030	1962	1	3	3	2	0	2590	2443	1727	1	2	0,586091152	1

	561545	560127		-	-	SCO0529	oxidoreductase	0	0	0	0	0	0	1356	0	0	0	0	2	0	0	2526	0	0	0	0,127351633	1

	562576	561731		-	-	SCO0530	transcriptional regulator	10	13	6	7	20609	22661	14746	15927	8	21	20	17	9	17027	19230	19698	8	22	0,984127742	1

	562803	564071		+	-	SCO0531	sugar transporter sugar binding protein	0	0	0	0	1893	0	1485	0	0	0	0	0	0	0	0	0	0	0	1	1

	564141	565049		+	-	SCO0532	sugar transporter membrane protein	0	0	0	0	0	0	1099	0	0	0	1	0	0	993	0	0	0	0	0,445231082	1

	565046	565903		+	-	SCO0533	sugar transporter membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	566007	567626		+	-	SCO0534	beta-hexosaminidase	0	0	0	0	0	780	0	0	0	0	0	0	0	665	845	0	0	0	0,090613068	1

	567623	569044		+	-	SCO0535	hydrolase	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2421	1736	0	0	1	1

569293	569282	569061	569061	-	-	SCO0536	hypothetical protein	7	5	6	6	14270	9106	12805	12912	21	55	33	19	5	27255	21480	11212	40	90	0,127476239	0,717772985

	569655	570482		+	-	SCO0537	hypothetical protein	0	0	0	0	0	0	0	0	0	0	1	1	0	906	1548	0	0	0	1	1

	570520	571848		+	-	SCO0538	sugar transporter sugar binding lipoprotein	0	0	2	1	1029	0	5526	2828	0	1	2	4	0	2116	4467	0	0	1	0,616914222	1

	571863	572813		+	-	SCO0539	sugar transporter membrane protein	0	0	0	0	0	1592	1158	1302	0	1	0	0	1	814	0	2315	0	1	0,621210846	1

	572810	573709		+	-	SCO0540	sugar transport membrane protein	0	1	0	0	0	2550	0	1572	0	1	0	0	0	120	1022	222	0	0	0,080013196	1

	573756	575081		+	-	SCO0541	alpha-galactosidase	1	1	0	0	2300	1801	0	0	0	0	1	2	2	1609	2338	4354	0	2	0,035653743	1

	575351	577984		+	-	SCO0542	regulatory protein	0	1	1	1	0	2413	2396	3702	0	0	3	3	1	2727	3444	3473	0	1	0,474349277	1

578086	578092	579228	579235	+	-	SCO0543	peptidase	49	69	46	31	95728	113168	97712	63466	32	81	182	123	67	149409	136177	135604	51	123	0,035096985	0,31066228

	579257	580789	580789	+	-	SCO0544	hypothetical protein	22	27	7	12	44199	44244	15252	24560	8	20	64	32	6	52964	36265	14079	10	22	0,798468978	1

	580913	583459		+	-	SCO0545	hypothetical protein	0	1	1	0	0	1785	2594	1683	0	0	0	4	0	0	5119	89	0	0	0,933256556	1

	586897	583523		-	-	SCO0546	pyruvate carboxylase	30	59	31	20	60431	96428	66534	41910	7	19	55	83	23	45214	91944	46940	7	18	0,995115856	1

	587988	586987		-	-	SCO0547	acyltransferase	0	0	0	0	1300	0	871	0	0	0	0	0	0	0	0	0	0	0	1	1

	589271	587985		-	-	SCO0548	3-oxoacyl-ACP synthase	0	0	1	0	679	0	2882	0	0	0	1	0	0	1376	0	1407	0	0	0,547226247	1

	589546	589268		-	-	SCO0549	acyl carrier protein	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	1086	0	1	0,039967559	1

	590017	590895		+	-	SCO0550	hypothetical protein	2	2	9	4	4494	3587	20837	8689	4	10	24	14	3	20361	15514	7542	7	16	0,285955973	1

	592309	590981		-	-	SCO0551	histidine kinase	8	7	5	6	17279	12621	11666	13564	4	10	16	3	4	13900	3394	8513	2	6	0,066689088	1

	593022	592306		-	-	SCO0552	response regulator	0	1	1	2	1533	2702	3060	5665	1	4	3	1	1	2469	2084	3695	1	3	0,462953847	1

	593486	593049		-	-	SCO0553	hypothetical protein	0	1	0	0	0	1866	0	158	0	1	0	0	0	0	1000	0	0	0	0,355799886	1

	595338	593641		-	-	SCO0554	beta-mannosidase	0	0	1	1	0	0	3238	3330	0	0	3	4	1	2790	4766	2938	0	2	0,109733268	1

597079	597079	595484	595484	-	-	SCO0555	membrane-bound oxidoreductase	0	0	1	0	0	1246	3832	232	0	0	585	394	83	479501	433545	169115	103	226	0	0

598699	598655	597132	597080	-	-	SCO0556	hypothetical protein	0	3	2	0	1281	6451	5110	790	0	2	2016	1274	313	1651434	1402399	633814	367	806	0	0

598744	598747	599769	599769	+	-	SCO0557	MerR family transcriptional regulator	38	49	28	25	74720	79993	59453	51762	25	64	101	66	23	83284	73332	47225	29	66	0,658304206	1

599978	599978	599712	599568	-	-	SCO0558	hypothetical protein	0	3	0	1	1504	5438	1287	2725	4	10	42	16	12	34636	18074	25861	42	98	1,11E-35	1,07E-33

	601052	600051		-	-	SCO0559	hypothetical protein	11	11	3	4	21959	19201	6655	8856	5	14	25	18	5	20540	19899	11078	7	17	0,620828796	1

603376	603355	601133	601053	-	-	SCO0560	catalase/peroxidase	176	232	83	118	343811	377210	177864	239854	51	128	201	275	101	164864	303278	205761	41	101	0,420144281	1

603840	603840	603385	603377	-	-	SCO0561	Fe regulatory protein	14	18	13	9	28463	29354	27938	19276	22	57	28	44	16	23243	48590	32736	30	76	0,300385092	1

	603973	605085	605085	+	-	SCO0562	hypothetical protein	12	9	23	8	24036	16241	50470	16755	9	24	41	17	12	33675	19694	25852	10	23	0,884570045	1

606560	606555	605122	605097	-	-	SCO0563	hypothetical protein	97	135	70	76	190767	220094	149648	155260	49	124	346	302	122	284116	332959	247697	84	201	0,029929682	0,279434491

	607837	606677		-	-	SCO0564	hypothetical protein	1	2	1	0	2329	3933	3545	1535	0	2	0	2	0	0	2316	1772	0	1	0,009521976	1

	608909	607851		-	-	SCO0565	polyprenyl synthetase	0	0	1	0	0	0	2981	9	0	0	2	1	0	2095	1255	1451	0	1	0,14922407	1

	609186	608902		-	-	SCO0566	hypothetical protein	1	0	3	2	1990	0	7725	4567	4	12	7	1	3	5787	1758	7035	6	17	0,674136584	1

	609517	610356		+	-	SCO0567	insertion element transposase	5	2	7	5	10329	4183	15836	11238	4	12	11	14	6	9700	16122	14035	6	15	0,649617943	1

	611488	610415		-	-	SCO0568	polyprenyl synthetase	2	6	3	6	4184	10916	8448	12252	3	8	10	10	6	8810	11826	12129	4	10	0,786626734	1

612106	612106	611984	611976	-	rpmJ	SCO0569	50S ribosomal protein L36	7	2	3	3	13658	4110	8071	7879	26	68	15	14	8	13031	16388	16626	50	124	0,095167611	0,602903213

612338	612320	612156	612107	-	rpmG	SCO0570	50S ribosomal protein L33	9	7	4	2	18182	11680	10012	5423	26	68	18	20	11	15110	22387	23661	48	123	0,063183092	0,457803182

	613754	612426		-	-	SCO0571	hypothetical protein	20	29	1	3	40180	48556	3169	6251	7	18	3	15	7	2831	17427	16038	3	9	0,00247602	0,038272842

615151	615151	613751		-	-	SCO0572	cytosine permease	38	43	2	1	76060	71249	4466	3842	11	27	0	11	9	0	13131	19485	2	7	4,52E-11	1,95E-09

616107	616107	615154	615154	-	-	SCO0573	hypothetical protein	21	33	0	2	41054	54927	0	5637	11	26	2	15	5	2291	16814	10731	3	10	3,49E-05	8,52E-04

616253	616253	617086		+	-	SCO0574	IclR family regulatory protein	19	14	9	6	37607	24350	19461	12466	11	28	17	17	7	14486	19313	15353	8	19	0,14140779	0,767001022

617105	617124	617855	617856	+	-	SCO0575	peptidase E	52	80	19	15	102494	130013	41269	31370	42	104	29	69	19	24037	76506	40163	25	64	0,062795119	0,455865214

	618788	617913		-	-	SCO0576	oxidoreductase	4	6	1	5	8581	11181	2822	12056	3	9	6	10	6	5367	11710	13331	4	11	0,885237976	1

	619588	618788		-	-	SCO0577	hypothetical protein	1	2	0	1	1970	3338	0	3944	1	2	1	2	0	1563	3284	0	0	2	0,202414605	1

	620367	619588		-	-	SCO0578	triosephosphate isomerase	2	0	0	0	3980	1327	0	0	0	1	0	3	1	611	3682	2359	1	2	0,389711972	1

	620879	620367		-	-	SCO0579	ribose 5-phosphate isomerase	1	1	0	0	2213	1657	1574	0	1	2	0	0	1	0	989	2262	0	2	0,268319718	1

	622672	620891		-	-	SCO0580	dihydroxyacetone kinase	3	3	1	0	6931	5775	2218	1107	0	2	7	0	0	5767	917	0	0	1	0,063726465	1

	624036	622669		-	-	SCO0581	transporter	5	9	1	0	11358	14874	3208	1144	2	5	7	7	2	6511	7702	4417	1	4	0,363369976	1

624273	624273	625034	625040	+	-	SCO0582	transcriptional regulator	32	56	42	48	64022	92349	89680	97311	44	112	112	82	29	91941	90241	59381	45	105	0,863600159	1

	625127	626350		+	-	SCO0583	cytochrome P450	2	3	5	8	5552	5936	11746	16736	3	8	12	11	10	10390	12683	21266	4	12	0,341369567	1

	627631	626369		-	-	SCO0584	cytochrome P450	0	1	0	0	0	3145	0	1060	0	0	1	0	1	1438	0	2057	0	0	0,802704958	1

	628164	627628		-	-	SCO0585	ATP/GTP binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	89	0	0	1	1

	628588	628247		-	-	SCO0586	hypothetical protein	0	0	0	0	0	579	0	381	0	0	0	0	0	0	0	0	0	0	1	1

	629058	628600		-	-	SCO0587	hypothetical protein	0	1	0	0	0	2453	0	1051	0	1	0	1	0	569	1365	0	0	1	0,30315058	1

	630912	629185		-	-	SCO0588	sensor kinase	0	1	5	2	1388	2276	11320	4819	1	2	4	2	2	3858	3068	4924	0	2	0,404863346	1

	632103	631216		-	-	SCO0589	LysR family transcriptional regulator	4	3	3	2	8940	5735	7111	4205	2	7	10	6	2	8673	7480	4328	3	7	0,860876127	1

	632180	633049		+	-	SCO0590	oxidoreductase	6	14	9	5	12066	24036	20253	10354	7	19	11	10	4	9130	11799	9137	4	11	0,043561445	0,359219993

	633119	633958		+	-	SCO0591	lysozyme	2	9	3	2	5310	14664	7705	5972	4	10	6	9	5	5700	10063	11122	4	10	0,894874479	1

	634708	633986		-	-	SCO0592	hypothetical protein	1	8	2	1	3601	14142	5100	3358	3	9	15	12	3	12677	13363	6999	6	15	0,213005383	1

635706	635706	634879	634879	-	-	SCO0593	hypothetical protein	18	24	8	21	36103	39103	16995	43250	16	40	55	28	10	45401	31433	21444	17	39	0,895982331	1

	636516	635776		-	-	SCO0594	methyltransferase	5	2	1	5	9795	4569	3694	10410	3	9	12	2	3	9995	2687	7569	3	9	0,647947357	1

	636573	637166		+	-	SCO0595	hypothetical protein	2	2	4	1	5649	4448	9844	2437	3	9	1	5	1	1031	5628	2457	2	5	0,060008716	1

637238	637261	637824	637838	+	-	SCO0596	DNA-binding protein	139	169	113	124	271546	274941	239714	252014	181	460	374	277	152	306548	304799	308958	225	543	0,46638236	1

638306	638306	637911	637911	-	-	SCO0597	hypothetical protein	12	13	7	12	24133	22741	16846	25276	22	56	22	14	12	18220	15984	24917	19	49	0,637911294	1

638425	638511	638804		+	-	SCO0598	anti anti sigma factor	24	28	29	28	47461	46673	63523	57251	71	182	73	44	35	60498	48700	71101	82	204	0,430665937	1

	638801	639730	639732	+	-	SCO0599	regulator of sig8	56	67	56	62	110765	110288	119708	125462	49	125	182	100	61	149654	110732	124427	58	137	0,548454667	1

639823	639859	640704	640896	+	-	SCO0600	RNA polymerase sigma factor sig8	287	313	167	210	561227	508639	354471	425509	215	546	590	550	280	483683	605241	567566	265	652	0,595481084	1

	641762	640719		-	-	SCO0601	hypothetical protein	0	0	0	0	0	0	0	0	0	0	1	0	0	1276	0	1692	0	0	1	1

	642012	643133		+	-	SCO0602	hypothetical protein	0	1	0	1	1825	1922	0	3823	0	1	2	2	0	1754	2515	0	0	1	0,267854953	1

	643179	643880		+	-	SCO0603	amino transferase	7	8	5	3	14872	14198	11240	6112	6	16	18	13	4	15089	15011	9243	8	18	0,929589055	1

645107	645101	643926	643926	-	-	SCO0604	hypothetical protein	3	13	3	4	6203	21719	6794	9619	3	9	39	46	18	32195	51625	37109	14	34	1,24E-08	4,62E-07

	645297	646232		+	-	SCO0605	AraC family transcription regulator	2	0	0	0	5514	1077	0	0	0	1	3	1	0	2760	1691	1638	0	2	0,890150389	1

	646345	647319		+	-	SCO0606	hypothetical protein	2	1	0	0	5164	2863	990	0	0	2	6	2	0	5625	3007	846	1	3	0,601206972	1

647382	647444	647731	647754	+	-	SCO0607	lipoprotein	63	61	13	15	124143	99267	28345	30579	97	245	83	94	60	68636	104268	122522	132	341	0,082603598	0,5493962

647887	647887	648765	648875	+	-	SCO0608	regulatory protein	96	82	47	40	188680	133834	99940	81551	56	143	137	174	71	112835	192386	145418	69	170	0,325608958	1

648876	648876	649739	649739	+	-	SCO0609	hypothetical protein	21	25	17	14	42228	41259	36495	29639	17	43	85	47	19	70199	52488	38534	27	62	0,084613256	0,559197824

	649840	650610		+	-	SCO0610	GntR family transcriptional regulator	10	8	5	8	19930	14085	12379	16885	8	20	26	20	8	21397	22807	17036	11	26	0,409645485	1

	650624	651388		+	-	SCO0611	hypothetical protein	1	8	4	3	2193	13546	8695	6475	4	10	16	16	1	13833	18284	3544	7	15	0,314956442	1

	651462	651605		+	-	SCO0612	hypothetical protein	0	0	0	0	1126	1158	307	0	1	4	3	0	1	2482	928	2564	5	13	0,026318834	1

